key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1115027842,Impact of electronic health record systems on information integrity: quality and safety implications.,2013,,,Perspectives in health information management,1559-4122 (Electronic),10,,1c,Bowman S,https://pubmed.ncbi.nlm.nih.gov/24159271/,eng,,United States,"While the adoption of electronic health record (EHR) systems promises a number of substantial benefits, including better care and decreased healthcare costs, serious unintended consequences from the implementation of these systems have emerged. Poor EHR system design and improper use can cause EHR-related errors that jeopardize the integrity of the information in the EHR, leading to errors that endanger patient safety or decrease the quality of care. These unintended consequences also may increase fraud and abuse and can have serious legal implications. This literature review examines the impact of unintended consequences of the use of EHR systems on the quality of care and proposed solutions to address EHR-related errors. This analysis of the literature on EHR risks is intended to serve as an impetus for further research on the prevalence of these risks, their impact on quality and safety of patient care, and strategies for reducing them.",RAYYAN-LABELS: High Focus,,*Computer Security;Electronic Health Records/*standards;Humans;Medical Errors/prevention & control;Medical Informatics;*Patient Safety;*Quality Control,24159271,PMC3797550
rayyan-1115027843,The use of Electronic Health Records to Support Population Health: A Systematic Review of the Literature.,2018,9,29,Journal of medical systems,1573-689X (Electronic),42,11,214,Kruse CS and Stein A and Thomas H and Kaur H,https://pubmed.ncbi.nlm.nih.gov/30269237/,eng,,United States,"Electronic health records (EHRs) have emerged among health information technology as ""meaningful use"" to improve the quality and efficiency of healthcare, and health disparities in population health. In other instances, they have also shown lack of interoperability, functionality and many medical errors. With proper implementation and training, are electronic health records a viable source in managing population health? The primary objective of this systematic review is to assess the relationship of electronic health records' use on population health through the identification and analysis of facilitators and barriers to its adoption for this purpose. Authors searched Cumulative Index of Nursing and Allied Health Literature (CINAHL) and MEDLINE (PubMed), 10/02/2012-10/02/2017, core clinical/academic journals, MEDLINE full text, English only, human species and evaluated the articles that were germane to our research objective. Each article was analyzed by multiple reviewers. Group members recognized common facilitators and barriers associated with EHRs effect on population health. A final list of articles was selected by the group after three consensus meetings (n = 55). Among a total of 26 factors identified, 63% (147/232) of those were facilitators and 37% (85/232) barriers. About 70% of the facilitators consisted of productivity/efficiency in EHRs occurring 33 times, increased quality and data management each occurring 19 times, surveillance occurring 17 times, and preventative care occurring 15 times. About 70% of the barriers consisted of missing data occurring 24 times, no standards (interoperability) occurring 13 times, productivity loss occurring 12 times, and technology too complex occurring 10 times. The analysis identified more facilitators than barriers to the use of the EHR to support public health. Wider adoption of the EHR and more comprehensive standards for interoperability will only enhance the ability for the EHR to support this important area of surveillance and disease prevention. This review identifies more facilitators than barriers to using the EHR to support public health, which implies a certain level of usability and acceptance to use the EHR in this manner. The public-health industry should combine their efforts with the interoperability projects to make the EHR both fully adopted and fully interoperable. This will greatly increase the availability, accuracy, and comprehensiveness of data across the country, which will enhance benchmarking and disease surveillance/prevention capabilities.",RAYYAN-LABELS: High Focus,10.1007/s10916-018-1075-6,*Electronic Health Records;Humans;Meaningful Use;*Population Health,30269237,PMC6182727
rayyan-1115027844,Barriers to Electronic Health Record Adoption: a Systematic Literature Review.,2016,12,,Journal of medical systems,1573-689X (Electronic),40,12,252,Kruse CS and Kristof C and Jones B and Mitchell E and Martinez A,https://pubmed.ncbi.nlm.nih.gov/27714560/,eng,,United States,"Federal efforts and local initiatives to increase adoption and use of electronic health records (EHRs) continue, particularly since the enactment of the Health Information Technology for Economic and Clinical Health (HITECH) Act. Roughly one in four hospitals not adopted even a basic EHR system. A review of the barriers may help in understanding the factors deterring certain healthcare organizations from implementation. We wanted to assemble an updated and comprehensive list of adoption barriers of EHR systems in the United States. Authors searched CINAHL, MEDLINE, and Google Scholar, and accepted only articles relevant to our primary objective. Reviewers independently assessed the works highlighted by our search and selected several for review. Through multiple consensus meetings, authors tapered articles to a final selection most germane to the topic (n = 27). Each article was thoroughly examined by multiple authors in order to achieve greater validity. Authors identified 39 barriers to EHR adoption within the literature selected for the review. These barriers appeared 125 times in the literature; the most frequently mentioned barriers were regarding cost, technical concerns, technical support, and resistance to change. Despite federal and local incentives, the initial cost of adopting an EHR is a common existing barrier. The other most commonly mentioned barriers include technical support, technical concerns, and maintenance/ongoing costs. Policy makers should consider incentives that continue to reduce implementation cost, possibly aimed more directly at organizations that are known to have lower adoption rates, such as small hospitals in rural areas.",RAYYAN-LABELS: High Focus,10.1007/s10916-016-0628-9,Confidentiality;Costs and Cost Analysis;Electronic Health Records/economics/*statistics & numerical data;Hospital Administration/economics/*statistics & numerical data;Humans;Inservice Training;Time Factors;United States;Workflow,27714560,PMC5054043
rayyan-1115027845,United States of America: health system review.,2013,,,Health systems in transition,1817-6127 (Electronic),15,3,1-431,Rice T and Rosenau P and Unruh LY and Barnes AJ and Saltman RB and van Ginneken E,https://pubmed.ncbi.nlm.nih.gov/24025796/,eng,,Denmark,"This analysis of the United States health system reviews the developments in organization and governance, health financing, health-care provision, health reforms and health system performance. The US health system has both considerable strengths and notable weaknesses. It has a large and well-trained health workforce, a wide range of high-quality medical specialists as well as secondary and tertiary institutions, a robust health sector research program and, for selected services, among the best medical outcomes in the world. But it also suffers from incomplete coverage of its citizenry, health expenditure levels per person far exceeding all other countries, poor measures on many objective and subjective measures of quality and outcomes, an unequal distribution of resources and outcomes across the country and among different population groups, and lagging efforts to introduce health information technology. It is difficult to determine the extent to which deficiencies are health-system related, though it seems that at least some of the problems are a result of poor access to care. Because of the adoption of the Affordable Care Act in 2010, the United States is facing a period of enormous potential change. Improving coverage is a central aim, envisaged through subsidies for the uninsured to purchase private insurance, expanded eligibility for Medicaid (in some states) and greater protection for insured persons. Furthermore, primary care and public health receive increased funding, and quality and expenditures are addressed through a range of measures. Whether the ACA will indeed be effective in addressing the challenges identified above can only be determined over time.",RAYYAN-LABELS: Some Focus,,Delivery of Health Care/*economics/*methods;Evaluation Studies as Topic;Health Care Reform/economics/methods;Health Systems Plans/*economics/*organization & administration;Healthcare Financing;Humans;*Quality of Health Care;United States,24025796,
rayyan-1115027846,Nursing professionals' experiences of the facilitators and barriers to the use of telehealth applications: a systematic review of qualitative studies.,2018,3,,Scandinavian journal of caring sciences,1471-6712 (Electronic),32,1,24-44,Koivunen M and Saranto K,https://pubmed.ncbi.nlm.nih.gov/28771752/,eng,,Sweden,"The aim of the study was to synthesise the best available research evidence on nursing professionals' experiences of the facilitators and barriers to the use of online telehealth services in nursing practice. Telehealth is used to deliver healthcare services and health-related information by means of information and communication technology (ICT). The systematic review of qualitative studies was conducted using thematic synthesis of previous studies. International electronic databases PubMed, CINAHL, Eric, Web of Science/Web of Knowledge and Scopus, and Finnish databases Medic and Ohtanen were searched in spring 2013. In addition, the search was complemented in fall 2015. Following critical appraisal, 25 studies from 1998 to fall 2015 were reviewed and the findings were synthesised. Both facilitators and barriers were grouped into five main categories which were related to nurses' skills and attitudes, nurses' work and operations, organisational factors, patients and technology. The highest number of facilitators and barriers was found in the category focusing on nurses' work and operations. Based on the findings, nurses' skills and attitudes are preventing factors in the implementation of telehealth. There is also a need to focus on patients' role in telehealth usage although the findings support positive adoption of ICT tools among patients. The findings call for further development of technological tools used in nursing practice and healthcare services. The change from traditional face-to-face nursing to the use of telehealth calls for local agreements and further discussions among professionals on how this change will be accepted and implemented into practice. In addition, organisations need to make sure that nurses have enough resources and support for telehealth use.",RAYYAN-LABELS: Some Focus,10.1111/scs.12445,"Adult;Aged;Aged, 80 and over;*Attitude to Computers;*Communication;Female;Humans;Internet/*statistics & numerical data;Male;Middle Aged;Nursing Staff/*psychology;Qualitative Research;Telemedicine/*methods;Telenursing/*methods;Telephone/*statistics & numerical data",28771752,
rayyan-1115027847,Adoption and use of health information technology in physician practice organisations: systematic review.,2010,,,Informatics in primary care,1476-0320 (Print),18,4,245-58,Police RL and Foster T and Wong KS,https://pubmed.ncbi.nlm.nih.gov/22040851/,eng,,England,"BACKGROUND: Health information technology (HIT) has the potential to improve clinical outcomes, increase health provider productivity and reduce healthcare costs. Over half of all patient care is delivered in physician practice organisations, yet adoption and utilisation of HIT in these groups lags behind inpatient facilities. OBJECTIVE: To better understand current utilisation rates along with benefits and barriers to HIT adoption in physician practice organisations. METHODS: Published literature on the adoption and use of HIT in physician practice organisations within the USA between 12 January 2004 and 12 January 2009 and indexed in MEDLINE and EMBASE was included in the systematic review. Grey literature was also searched. Studies related to the adoption and use of HIT in hospitals and community health centres were excluded. RESULTS: A total of 119 articles were eligible for inclusion in the review. Adoption rates across physician groups remain low, with between 9% and 29% of practices having implemented electronic medical records. HIT improves clinical outcomes, increases the use of vaccinations and improves medication adherence. Furthermore, HIT adoption leads to cost savings for physician groups, improves staff productivity and enriches patient-provider interactions. The largest barrier to HIT adoption in physician groups is the high initial and ongoing costs of electronic systems. Lack of sufficient training, a disorganised or non-receptive practice culture and technological problems such as inadequate connectivity appear to impede effective HIT use. CONCLUSIONS: HIT has the potential to positively impact on physician practice organisations, although significant and diverse barriers block adoption. Research into these obstacles should be coupled with efforts to understand barriers to effective implementation after HIT adoption.",RAYYAN-LABELS: High Focus,10.14236/jhi.v18i4.780,"*Attitude of Health Personnel;Costs and Cost Analysis;Electronic Health Records/economics/statistics & numerical data;Group Practice/economics/organization & administration/*trends;Humans;Medical Informatics/economics/*trends;Medical Records Systems, Computerized/economics/statistics & numerical data;Practice Patterns, Physicians'/organization & administration/*trends;United States",22040851,
rayyan-1115027848,"Transforming healthcare with information technology in Japan: a review of policy, people, and progress.",2011,3,,International journal of medical informatics,1872-8243 (Electronic),80,3,157-70,Abraham C and Nishihara E and Akiyama M,https://pubmed.ncbi.nlm.nih.gov/21292546/,eng,,Ireland,"PURPOSE: Healthcare reform as part of the economic recovery plan in Japan is placing emphasis on the use of healthcare information technology (HIT). This research mainly focuses on the HIT efforts in Japan with reference to the US for context. The purpose is to: (a) provide detail on governmental policy impacting promotion of HIT adoption to provide services to the people of Japan, (b) describe the outcomes of past and present policy impacting progress based on a case study of HIT use in the Kyoto Yamashina area, and (c) discuss issues for refinement of current policy. METHODS: The method is case study, and data collection techniques include: (a) interviews of people involved in policy making for HIT in Japan (Japanese healthcare professionals, government officials, and academics involved in HIT research in Japan) and use in the medical community of HIT in the Kyoto Yamashina area, (b) archived document analysis of reports regarding government policy for HIT policy and user assessment for HIT mainly in the case study site, and (c) the literature review about HIT progression and effectiveness assessments to explore and describe issues concerning the transformation with HIT in Japan. RESULTS: This study reveals the aspects of governmental policy that have been effective in promoting successful HIT initiatives as well as some that have been detriments in Japan to help solve pressing social issues regarding healthcare delivery. For example, Japan has stipulated some standardized protocols and formats for HIT but does not mandate exactly how to engage in inter-organizational or intra-organizational health information exchange. This provides some desired autonomy for healthcare organizations and or governments in medical communities and allows for more advanced organizations to leverage current resources while providing a basis for lesser equipped organizations to use in planning the initiative. The insights gained from the Kyoto Yamashina area initiative reflect the success of past governmental policy efforts and the current intent to promote HIT adoption. Insights from the case study as well as other social issues facing Japan warrant some refinement of policy. The refinement concerns: (a) the necessity for leadership and IT knowledge in the medical communities, (b) provider incentives, (c) legislation regarding accountability, security, privacy and confidentiality, (d) inclusion of stakeholders in solution development, and (e) creating sustainable business models. CONCLUSION: The research highlights the efforts of Japan for using HIT in healthcare reform. We present outcomes from a case study of the Kyoto Yamashina area medical community as proof of concept for past and present policy in Japan that are insightful for proliferation of successful projects in Japan and adoption of HIT in general.",RAYYAN-LABELS: High Focus,10.1016/j.ijmedinf.2011.01.002,"Health Care Reform/*legislation & jurisprudence;Health Policy/*trends;Hospitals;Humans;*Information Science;Japan;*Policy Making;Quality Assurance, Health Care/*standards",21292546,
rayyan-1115027849,Health information technology adoption and acceptance of Turkish physicians-A model proposal and empirical assessment.,2022,4,,Health informatics journal,1741-2811 (Electronic),28,2,14604582221096041,Turan AH and Koç T,https://pubmed.ncbi.nlm.nih.gov/35636431/,eng,,England,"Health Information Technology (HIT) systems are receiving increasing attention in recent years. Yet, individual adoption research in health care settings, especially in developing countries are quite limited. Moreover, large body of Information Systems research has focused on user perceptions to form intentions to use a particular technology. However, the antecedents and consequences of perceptions remained largely unanswered in existing research. This study aims to fill this gap by proposing and testing a research model based on a modified Technology Acceptance Model (m - TAM) which incorporates socio psychological and cognitive factors to assess the HIT's adoption level of Turkish physicians. To do so, two different methods were used to collect data from head physicians, assistant head physicians, and physicians: face to face and online survey. Total 212 useful responses were returned. 174 of them were face-to-face surveys which were administrated to all the first level and some second and third level health organizations. The rest of the surveys were administrated to the second and third level healthcare organizations via online participation. Data were analyzed by Structural Equation Modelling via SmartPLS software program. Results present that commitment is a strong predictor of HIT usage, whereas neither motivation nor resistance has a significant impact on HIT usage.",RAYYAN-LABELS: Some Focus,10.1177/14604582221096041,Humans;Information Systems;Intention;*Medical Informatics;*Physicians/psychology;Surveys and Questionnaires,35636431,
rayyan-1115027850,Organizational issues in the implementation and adoption of health information technology innovations: an interpretative review.,2013,5,,International journal of medical informatics,1872-8243 (Electronic),82,5,e73-86,Cresswell K and Sheikh A,https://pubmed.ncbi.nlm.nih.gov/23146626/,eng,,Ireland,"PURPOSE: Implementations of health information technologies are notoriously difficult, which is due to a range of inter-related technical, social and organizational factors that need to be considered. In the light of an apparent lack of empirically based integrated accounts surrounding these issues, this interpretative review aims to provide an overview and extract potentially generalizable findings across settings. METHODS: We conducted a systematic search and critique of the empirical literature published between 1997 and 2010. In doing so, we searched a range of medical databases to identify review papers that related to the implementation and adoption of eHealth applications in organizational settings. We qualitatively synthesized this literature extracting data relating to technologies, contexts, stakeholders, and their inter-relationships. RESULTS: From a total body of 121 systematic reviews, we identified 13 systematic reviews encompassing organizational issues surrounding health information technology implementations. By and large, the evidence indicates that there are a range of technical, social and organizational considerations that need to be deliberated when attempting to ensure that technological innovations are useful for both individuals and organizational processes. However, these dimensions are inter-related, requiring a careful balancing act of strategic implementation decisions in order to ensure that unintended consequences resulting from technology introduction do not pose a threat to patients. CONCLUSIONS: Organizational issues surrounding technology implementations in healthcare settings are crucially important, but have as yet not received adequate research attention. This may in part be due to the subjective nature of factors, but also due to a lack of coordinated efforts toward more theoretically-informed work. Our findings may be used as the basis for the development of best practice guidelines in this area.",RAYYAN-LABELS: Less Focus,10.1016/j.ijmedinf.2012.10.007,Evidence-Based Medicine/*organization & administration;Health Plan Implementation/*organization & administration;Humans;Medical Informatics/*organization & administration;*Organizational Innovation,23146626,
rayyan-1115027851,Organizational influences on healthcare system adoption and use of advanced health information technology capabilities.,2019,1,1,The American journal of managed care,1936-2692 (Electronic),25,1,e21-e25,Norton PT and Rodriguez HP and Shortell SM and Lewis VA,https://pubmed.ncbi.nlm.nih.gov/30667614/,eng,,United States,"OBJECTIVES: The adoption of advanced health information technology (HIT) capabilities, such as predictive analytic functions and patient access to records, remains variable among healthcare systems across the United States. This study is the first to identify characteristics that may drive this variability among health systems. STUDY DESIGN: Responses from the 2017/2018 National Survey of Healthcare Organizations and Systems were used to assess the extent to which healthcare system organizational structure, electronic health record (EHR) standardization, and resource allocation practices were associated with use of 5 advanced HIT capabilities. Of 732 systems surveyed, 446 responded (60.9%), 425 (58.1%) met sample inclusion criteria, and 389 (53.1%) reported consistent EHR use. METHODS: Measures of adoption, resource allocation, and organizational structure were developed based on survey responses. Multivariate linear regression with control variables estimated the relationships. RESULTS: Adoption of advanced HIT capabilities is low and variable, with a mean of 2.4 capabilities adopted and only 8.4% of systems reporting widespread adoption of all 5 capabilities. In adjusted analyses, EHR standardization (β = 0.76; P = .001) was the strongest predictor of the number of advanced capabilities adopted, and ownership and management of medical groups (β = 0.32; P = .04) was also a significant predictor. CONCLUSIONS: Health systems that standardize their EHRs and that own and manage hospitals and medical groups have higher rates of advanced HIT adoption and use. System leaders looking to increase the use of advanced HIT capabilities should consider ways to better standardize their EHRs across organizations.",RAYYAN-LABELS: High Focus,,Delivery of Health Care/*organization & administration/*statistics & numerical           data;Electronic Health Records/standards/statistics & numerical data;Health Care Rationing/organization & administration;Humans;Linear Models;Medical Informatics/*statistics & numerical data;Ownership;United States,30667614,PMC6581444
rayyan-1115027852,Factors affecting the adoption of healthcare information technology.,2013,,,EXCLI journal,1611-2156 (Print),12,,413-36,Phichitchaisopa N and Naenna T,https://pubmed.ncbi.nlm.nih.gov/26417235/,eng,,Germany,"In order to improve the quality and performance of healthcare services, healthcare information technology is among the most important technology in healthcare supply chain management. This study sets out to apply and test the Unified Theory of Acceptance and Use of Technology (UTAUT), to examine the factors influencing healthcare Information Technology (IT) services. A structured questionnaire was developed and distributed to healthcare representatives in each province surveyed in Thailand. Data collected from 400 employees including physicians, nurses, and hospital staff members were tested the model using structural equation modeling technique. The results found that the factors with a significant effect are performance expectancy, effort expectancy and facilitating conditions. They were also found to have a significant impact on behavioral intention to use the acceptance healthcare technology. In addition, in Thai provincial areas, positive significance was found with two factors: social influence on behavioral intention and facilitating conditions to direct using behavior. Based on research findings, in order for healthcare information technology to be widely adopted and used by healthcare staffs in healthcare supply chain management, the healthcare organizational management should improve healthcare staffs' behavioral intention and facilitating conditions.",RAYYAN-LABELS: High Focus,,"",26417235,PMC4566918
rayyan-1115027853,Association between Electronic Medical Record System Adoption and Healthcare Information Technology Infrastructure.,2018,10,,Healthcare informatics research,2093-3681 (Print),24,4,327-334,Lee YT and Park YT and Park JS and Yi BK,https://pubmed.ncbi.nlm.nih.gov/30443421/,eng,,Korea (South),"OBJECTIVES: The objective of this study was to investigate the relationship between the level of Electronic Medical Record (EMR) system adoption and healthcare information technology (IT) infrastructure. METHODS: Both survey and various healthcare administrative datasets in Korea were used. The survey was conducted during the period from June 13 to September 25, 2017. The chief information officers of hospitals were respondents. Among them, 257 general hospitals and 273 small hospitals were analyzed. A logistic regression analysis was conducted using the SAS program. RESULTS: The odds of having full EMR systems in general hospitals statistically significantly increased as the number of IT department staff members increased (odds ratio [OR] = 1.058, confidence interval [CI], 1.003-1.115; p = 0.038). The odds of having full EMR systems was significantly higher for small hospitals that had an IT department than those of small hospitals with no IT department (OR = 1.325; CI, 1.150-1.525; p < 0.001). Full EMR system adoption had a positive relationship with IT infrastructure in both general hospitals and small hospitals, which was statistically significant in small hospitals. The odds of having full EMR systems for small hospitals increased as IT infrastructure increased after controlling the covariates (OR = 1.527; CI, 1.317-4.135; p = 0.004). CONCLUSIONS: This study verified that full EMR adoption was closely associated with IT infrastructure, such as organizational structure, human resources, and various IT subsystems. This finding suggests that political support related to these areas is indeed necessary for the fast dispersion of EMR systems into the healthcare industry.",RAYYAN-LABELS: High Focus,10.4258/hir.2018.24.4.327,"",30443421,PMC6230536
rayyan-1115027854,Barriers to physicians' adoption of healthcare information technology: an empirical study on multiple hospitals.,2012,6,,Journal of medical systems,0148-5598 (Print),36,3,1965-77,Lin C and Lin IC and Roan J,https://pubmed.ncbi.nlm.nih.gov/21336605/,eng,,United States,"Prior research on technology usage had largely overlooked the issue of user resistance or barriers to technology acceptance. Prior research on the Electronic Medical Records had largely focused on technical issues but rarely on managerial issues. Such oversight prevented a better understanding of users' resistance to new technologies and the antecedents of technology rejection. Incorporating the enablers and the inhibitors of technology usage intention, this study explores physicians' reactions towards the electronic medical record. The main focus is on the barriers, perceived threat and perceived inequity. 115 physicians from 6 hospitals participated in the questionnaire survey. Structural Equation Modeling was employed to verify the measurement scale and research hypotheses. According to the results, perceived threat shows a direct and negative effect on perceived usefulness and behavioral intentions, as well as an indirect effect on behavioral intentions via perceived usefulness. Perceived inequity reveals a direct and positive effect on perceived threat, and it also shows a direct and negative effect on perceived usefulness. Besides, perceived inequity reveals an indirect effect on behavioral intentions via perceived usefulness with perceived threat as the inhibitor. The research finding presents a better insight into physicians' rejection and the antecedents of such outcome. For the healthcare industry understanding the factors contributing to physicians' technology acceptance is important as to ensure a smooth implementation of any new technology. The results of this study can also provide change managers reference to a smooth IT introduction into an organization. In addition, our proposed measurement scale can be applied as a diagnostic tool for them to better understand the status quo within their organizations and users' reactions to technology acceptance. By doing so, barriers to physicians' acceptance can be identified earlier and more effectively before leading to technology rejection.",RAYYAN-LABELS: Some Focus,10.1007/s10916-011-9656-7,"*Attitude to Computers;*Diffusion of Innovation;Electronic Health Records/statistics & numerical data;Factor Analysis, Statistical;Health Care Surveys;*Hospitals;Humans;*Medical Informatics;Physicians/*psychology",21336605,
rayyan-1115027855,"Medication reconciliation process: Assessing value, adoption, and the potential of information technology from pharmacists' perspective.",2021,1,,Health informatics journal,1741-2811 (Electronic),27,1,1460458220987276,Al Anazi A,https://pubmed.ncbi.nlm.nih.gov/33467954/,eng,,England,"The Medication Reconciliation (MedRec) process aims to improve patient safety through safe prescription and medication administration. A validated survey was carried out to address aspects related to MedRec process, its obstacles, the role of information technology, and the required functionalities for optimizing the MedRec process. A total of 81% of the survey's respondents acknowledged the roles of EHR (62% of respondents), PHR (41%), and electronic medication registration list (33%) as necessary technology tools for MedRec. Most respondents emphasized the need to compile multiple medications' entries of information technology systems into one application (96.4%), allowing the entries from community pharmacies (90.6%). Further, incorporating information technology into the MedRec process presents a challenge in terms of legal responsibility (92 %) and the ability to integrate medications with other hospitals and community medications (78.6%). Findings affirm the need for a well-designed MedRec process aided with information technology solutions. The external data and user preferences should be considered when redesigning the MedRec process. The study also suggests initiating a policy that mandates sharing data necessary for creating a compiled medication list for each patient. MedRec is an indispensable tool for building a fruitful medication management system in a healthcare organization.",RAYYAN-LABELS: High Focus,10.1177/1460458220987276,Humans;Information Technology;*Medication Reconciliation;Patient Safety;*Pharmacists;User-Computer Interface,33467954,
rayyan-1115027856,"Impact of information technology reliance and innovativeness on rural healthcare services: study of dindigul district in Tamilnadu, India.",2012,6,,Telemedicine journal and e-health : the official journal of the American           Telemedicine Association,1556-3669 (Electronic),18,5,360-70,Lakshmi KB and Rajaram M,https://pubmed.ncbi.nlm.nih.gov/22568437/,eng,,United States,"PURPOSE: The aim of this report was to analyze the influence of information technology (IT) applications and innovativeness on the acceptance of rural healthcare services. METHODS: The impact of IT application, domain-specific innovativeness, and technology acceptance model (TAM) variables on future health IT (HIT) utilization intention has been tested through structural equation modeling techniques. The sample consisted of 465 rural health personnel from the Dindigul District of Tamilnadu, India, who had never had access to IT. RESULTS: Data analysis showed that health workers' innovativeness and IT application have a direct and positive influence on future HIT utilization intention and that the basic TAM hypotheses are fulfilled. IT application can be increased with interfaces that are easier to use, but only if perceived usefulness remains high. Health personnel's innovativeness positively influences technology exposure and the ease of use perception of the IT medium, referred to throughout this article as the ""health channel."" CONCLUSIONS: This research enables health departments to know which aspects of their communication strategies to highlight in order to get health personnel and other service providers to adopt IT. Perceived ease of use and IT application has a significant influence on health personnel's willingness to adopt HIT. This shows that health information and adoption by health personnel are key tools in the increase of future HIT. It is also recommended that health directors target some of their health campaigns to the more innovative beneficiaries. There are still too few studies that have analyzed the effects of innovativeness and IT adoption on behavior of health personnel. This work aimed to combine the influence of IT adoption, innovativeness, and the traditional TAM in order to construct an improved model for HIT acceptance. It will require an integrated model to do so.",RAYYAN-LABELS: Less Focus,10.1089/tmj.2011.0191,"Adult;Aged;Attitude to Computers;Consumer Health Information/methods;Female;Health Knowledge, Attitudes, Practice;*Health Personnel;Humans;Income;India;Internet;Male;Management Information Systems;Medical Informatics/*organization & administration;Middle Aged;*Perception;Rural Health Services/*organization & administration",22568437,
rayyan-1115027857,Level of agreement on health information technology adoption and use in survey data: a mixed-methods analysis of ambulatory clinics in 1 US state.,2019,7,,JAMIA open,2574-2531 (Electronic),2,2,231-237,Rudin RS and Shi Y and Fischer SH and Shekelle P and Amill-Rosario A and Shaw B and Ridgely MS and Damberg CL,https://pubmed.ncbi.nlm.nih.gov/31984358/,eng,,United States,"OBJECTIVE: Adoption of health information technology (HIT) is often assessed in surveys of organizations. The validity of data from such surveys for ambulatory clinics has not been evaluated. We compared level of agreement between 1 ambulatory statewide survey and 2 other data sources: a second survey and interviews with survey respondents. MATERIALS AND METHODS: We used 2016 data from 2 surveys of ambulatory providers in Minnesota-the Healthcare Information and Management Systems Society (HIMSS) survey and the Minnesota HIT Ambulatory Clinic Survey-and primary data collected through qualitative interviews with survey respondents. We conducted a concurrent triangulation mixed-methods assessment of the Minnesota HIT survey by assessing level of agreement between it and HIMSS, and a thematic analysis of interview data to assess the respondent's understanding of what was being asked and their approach to responding. RESULTS: We find high agreement between the 2 surveys on questions related to common HIT functionalities-such as computerized provider order entry, medication-based decision support, and e-prescribing-which were widely adopted by respondents' organizations. Qualitative data suggest respondents found wording of items about these functionalities clear but encountered multiple challenges including interpreting items for less commonly adopted functionalities, estimating degree of HIT usage, and indicating relevant barriers. Respondents identified multiple errors in responses and likely reported greater within-group homogeneity than actually existed. CONCLUSIONS: Survey items related to the presence or absence of widely adopted HIT functionalities may be more valid than items about less common functionalities, degree of usage, and barriers.",RAYYAN-LABELS: Some Focus,10.1093/jamiaopen/ooz004,"",31984358,PMC6951962
rayyan-1115027858,Human factors and health information technology: current challenges and future directions.,2014,8,15,Yearbook of medical informatics,2364-0502 (Electronic),9,1,58-66,Patel VL and Kannampallil TG,https://pubmed.ncbi.nlm.nih.gov/25123724/,eng,,Germany,"OBJECTIVES: Recent federal mandates and incentives have spurred the rapid growth, development and adoption of health information technology (HIT). While providing significant benefits for better data integration, organization, and availability, recent reports have raised questions regarding their potential to cause medication errors, decreased clinician performance, and lowered efficiency. The goal of this survey article is to (a) examine the theoretical and foundational models of human factors and ergonomics (HFE) that are being advocated for achieving patient safety and quality, and their use in the evaluation of healthcare systems; (b) and the potential for macroergonomic HFE approaches within the context of current research in biomedical informatics. METHODS: We reviewed literature (2007-2013) on the use of HFE approaches in healthcare settings, from databases such as Pubmed, CINAHL, and Cochran. RESULTS: Based on the review, we discuss the systems-oriented models, their use in the evaluation of HIT, and examples of their use in the evaluation of EHR systems, clinical workflow processes, and medication errors. We also discuss the opportunities for better integrating HFE methods within biomedical informatics research and its potential advantages. CONCLUSIONS: The use of HFE methods is still in its infancy - better integration of HFE within the design lifecycle, and quality improvement efforts can further the ability of informatics researchers to address the key concerns regarding the complexity in clinical settings and develop HIT solutions that are designed within the social fabric of the considered setting.",RAYYAN-LABELS: Some Focus,10.15265/IY-2014-0005,"Diffusion of Innovation;*Ergonomics;Humans;*Medical Informatics/trends;Medical Records Systems, Computerized;*Patient Safety",25123724,PMC4287067
rayyan-1115027859,"Characteristics of the healthcare information technology workforce in the HITECH era: underestimated in size, still growing, and adapting to advanced uses.",2018,10,,JAMIA open,2574-2531 (Electronic),1,2,188-194,Hersh WR and Boone KW and Totten AM,https://pubmed.ncbi.nlm.nih.gov/31984332/,eng,,United States,"OBJECTIVE: There is little readily available data about the size and characteristics of the healthcare information technology workforce. We sought to update a previous description of the size, growth, and characteristics of this workforce based on the Healthcare Information Management Systems Society (HIMSS) Analytics(®) Database, a resource that includes hospital size, number of beds, amount of staffing, and an eight-stage model of electronic health record adoption (Electronic Medical Record Adoption Model, EMRAM℠). MATERIALS AND METHODS: We updated an analysis done using a 2007 snapshot of the HIMSS Analytics Database with a comparable snapshot from 2014 in order to estimate the size of the current workforce and project future needs. For the 2014 data, we applied the same weighted average analysis used in 2007 to obtain a ratio of information technology (IT) hospital full-time equivalent (FTE) to staffed beds, extrapolate the results to all US hospitals, and project the workforce needs as hospitals achieve higher EMRAM stages. RESULTS: Our estimated size of the healthcare information technology workforce in the US in 2014 was 161 160, which was 8.0% larger than the estimate based on the 2007 data. Based on the new data, we project a potential need for an additional 19 852 and 153 114 FTE, if all hospitals were to achieve EMRAM Stages 6 and 7, respectively. The distribution of FTE across job function category varies by EMRAM stage. DISCUSSION AND CONCLUSIONS: Although these data are limited, especially for EMRAM Stage 7, there is likely need for substantial workforce growth as hospitals increase their adoption of advanced healthcare information technology. Further research with data better focused on workforce characteristics will provide a better picture of staffing requirements.",RAYYAN-LABELS: Some Focus,10.1093/jamiaopen/ooy029,"",31984332,PMC6952018
